Topic,Words,Frequency,Timestamp
57,"paddling, dulce, de, leche, rowing",12,2023-04-06
58,"cat, cats, kitten, tfqdrm2pde, bj4ljkds3p",9,2023-04-06
59,"tank, tanks, water, ddb11f9yee, afplaekh2i",7,2023-04-06
60,"as, really, say, cow, bad",18,2023-04-06
61,"pasteurized, 59guynugfi, skimmed, values, calories",1,2023-04-06
62,"birthday, lots, on, lot, tokischa",14,2023-04-06
63,"white, whiter, than, color, gatitosricoxxx",10,2023-04-06
64,"maundy, morning, thursday, good, sunday",13,2023-04-06
65,"teeth, baby, butterflies, feel, pjradd9psx",6,2023-04-06
66,"tits, xsdjcilvt2, 9mous72jrz, llobe9lkno, nf4pksdzok",7,2023-04-06
67,"smoothie, green, fruit, 3rj1qrv3m1, a2xgflrpfw",6,2023-04-06
68,"strawberry, juice, strawberries, cbbfe5p4gj, lechoza",9,2023-04-06
69,"dulce, de, leche, eating, bottle",10,2023-04-06
70,"mood, bad, 2cmpvgbyka, smut, f5",6,2023-04-06
71,"cookies, cookie, igfnuva9b5, hjh7einc97, marias",7,2023-04-06
72,"arroz, con, leche, amp, 3sfudvy3qa",10,2023-04-06
73,"sugar, dulce, de, leche, has",138,2023-04-06
74,"coconut, kakela, preserves, never, ironic",9,2023-04-06
75,"unit, chives, lunch, flakes, spoons",6,2023-04-06
76,"croissants, coffee, mm9hl18w7n, b26jzwmuso, pffffff",8,2023-04-06
77,"tweet, twitter, wbycz0cvjd, htww8swgz5, cancheritos",5,2023-04-06
78,"swallow, swallowing, 0xq4utq7w1, t1owyv0hbz, gsk9pxshq2",7,2023-04-06
79,"daddy, mistercopafeel, ge, feat, conanobrien",8,2023-04-06
80,"bathe, bathed, bath, qs2uygttwd, dv7cajfpay",5,2023-04-06
81,"oreo, oreos, bfhtuxuxkt, himoxz0fxj, farmatodo",7,2023-04-06
82,"argentinian, argentina, dulce, de, leche",13,2023-04-06
83,"churros, churro, dulce, de, leche",10,2023-04-06
84,"14x21, cggxnawb07, zupchndjyt, g2xv2rilip, 100x70",5,2023-04-06
85,"nghwtch, cbz0wmyipf, refrigerating, jajsjajsjsjaj, hahahajakajakaja",10,2023-04-06
86,"strawberry, milkshake, wxc2hlkpmh, hymahlfc1g, mmm",9,2023-04-06
87,"breakfast, krm4g0rxiv, chavitocogelon, pwh67ntqi4, 7ki4wj5uoc",8,2023-04-06
88,"lpm, kag2hxzdrr, jajbaaj, p7huvjmsmn, erased",5,2023-04-06
89,"smell, belched, joaquim, smells, blondes",4,2023-04-06
90,"rt, awbjleqyen, vqn7z7obgy, i9wgvp5jea, 1zvuxd4lpa",4,2023-04-06
91,"sirens, drink, leche, from, siren",30,2023-04-06
92,"soy, counter, vbulrbyf6i, ascazo, affecting",3,2023-04-06
93,"delicious, zg58gqcho3, partuza, oncu4b38kv, xqwl9n4t1n",6,2023-04-06
94,"bb, xpknto1pcw, nyvzqsurjp, xxbkv68hcn, kisses",4,2023-04-06
95,"booming, manufacturing, artisanal, cheese, venezuela",10,2023-04-06
96,"sleep, glass, body, bed, an3he5hxbs",8,2023-04-06
97,"bread, spectacularly, q5g7fwioe5, 273ndwbzuv, kneaded",5,2023-04-06
98,"eggs, egg, xfhhlyxsdq, caloron, ra59cgczxj",7,2023-04-06
99,"yogurt, otmw6oa7pf, hquywojp2c, tuberculosis, brucellosis",2,2023-04-06
100,"bread, butter, toast, dulce, de",8,2023-04-06
101,"marcos, julieta, romina, juliana, maxi",9,2023-04-06
102,"cold, glass, nypvw07wzv, pmocf5ovk4, 0g6yus7urw",12,2023-04-06
103,"kill, myself, pudding, rice, want",1,2023-04-06
104,"exclasico, dios7yo2h7, whole, cohelo, arbitrarily",8,2023-04-06
105,"his, her, he, hermes, nipples",13,2023-04-06
106,"spilled, over, crying, cry, qo1mcg7mrc",3,2023-04-06
107,"zdssosanrt, oh345d0fsf, gordorevivido, eqzwqkjkp4, qe9etv5gq5",4,2023-04-06
108,"rico, unabocaamiga, hg6xkr19ho, khk5enqtyc, fdcnv6zudl",4,2023-04-06
109,"un, uoudt2xysy, quieres, que, en",7,2023-04-06
110,"fastener, 0tjffjorfi, contactor, brillitos, purse",4,2023-04-06
111,"licking, lick, feet, 8co4mgeo86, sasutn8lmu",4,2023-04-06
112,"frother, cappuccino, rmqzi7eoj2, 1xqsvsaujr, 309",2,2023-04-06
113,"hot, 5uc61xqmim, hooo, ibdvyvt3vx, vdwgmsmlae",5,2023-04-06
114,"villain, 4qxoolamyb, r0a0rajshf, referencing, redemption",3,2023-04-06
115,"butter, spray, dulce, m46aoi4shq, u2wzqg1gkd",2,2023-04-06
117,"expired, yyxcp3grxf, expiration, 151, margin",4,2023-04-06
118,"tiger, 5qffaysuum, grechi, chifles, fuchi",3,2023-04-06
119,"cuckoldnorte, cuckold, 0z4ac7qj3h, jjoqqxyytf, esposaputa",2,2023-04-06
120,"açaí, whipped, freshly, hound, kkkkm",6,2023-04-06
121,"soy, tasted, cappuccino, purist, sugar",2,2023-04-06
122,"shaken, tf48sqrckb, bock, coffee, shake",4,2023-04-06
123,"pooping, 06tabl96dx, zcltw3wptj, zkpsngnvp8, qwkwiozqs2",3,2023-04-06
124,"banana, tonight_finally_ricky, 기적_리키, znmdpitxea, ricky",4,2023-04-06
-1,"and, milk, the, to, of",1899,2023-04-07
0,"in, of, the, 000, dairy",104,2023-04-07
1,"coffee, with, milk, breakfast, morning",108,2023-04-07
2,"pudding, rice, mom, made, my",163,2023-04-07
3,"healthy, health, díamundialdelasalud, lifestyle, life",114,2023-04-07
4,"bad, what, people, mine, milk",74,2023-04-07
5,"hit, car, had, crashed, head",75,2023-04-07
6,"boca, bad, football, the, we",55,2023-04-07
7,"latte, matcha, chai, at, cold",32,2023-04-07
8,"breast, donation, mothers, dol_esp, erea",15,2023-04-07
9,"asturian, asturiana, asturias, fabada, cuisine",38,2023-04-07
10,"penalty, beaten, goal, corner, kick",23,2023-04-07
11,"gay, cum, sexy, porn, nsfwtwt",32,2023-04-07
12,"beat, nothing, up, beats, getting",43,2023-04-07
13,"lactose, free, intolerant, whole, stomach",34,2023-04-07
14,"chocolate, fresh, vanilla, sip, best",31,2023-04-07
15,"cereal, first, cereals, then, r0sdxbj5tn",31,2023-04-07
16,"almond, elgourmet, almonds, milk, heb",35,2023-04-07
17,"cock, dick, suck, my, penis",44,2023-04-07
18,"video, videos, rt, send, upload",27,2023-04-07
19,"pump, pumping, someone, my, pumped",34,2023-04-07
20,"milkshake, chocolate, texture, nice, khujvu6gnq",26,2023-04-07
21,"bad, people, fueramalasvibras, envious, are",23,2023-04-07
22,"he, him, his, mipalo, milk",29,2023-04-07
23,"condensed, strawberries, arequipe, m65dxe1yys, bydnekc8db",21,2023-04-07
24,"want, wants, https, co, give",27,2023-04-07
25,"cockroach, rule, scientists, joking, feed",28,2023-04-07
26,"shaken, tact, ssizjmwj9y, autumns, osnr90ae1j",3,2023-04-07
27,"physical, change, martha, radical, mxrdqb1shl",12,2023-04-07
28,"shake, protein, replacement, workout, sachets",14,2023-04-07
29,"cow, linwini, cows, mu, buenosdíasporlamañana",9,2023-04-07
30,"dulce, de, leche, gonna, ddl",23,2023-04-07
31,"painted, as, cow, bad, uz5jtahbsp",10,2023-04-07
32,"baby, her, mother, give, vomiting",10,2023-04-07
33,"mala, leche, playing, mnnuarnhkg, 2qifvoljdu",12,2023-04-07
34,"ass, fill, nourishing, butt, my",17,2023-04-07
35,"brothers, brother, sister, sisters, siblings",23,2023-04-07
36,"leche, philza, persons, la, fire",21,2023-04-07
37,"she, her, dkiss, other, milk",22,2023-04-07
38,"ice, cream, dulce, de, leche",18,2023-04-07
39,"ipzvzv0tbv, 6iz7ltjxvx, facturitas, dulce, de",2,2023-04-07
40,"99, amazon, milka, 659, 4orvfkzplf",6,2023-04-07
41,"change, physical, am, videozin, kf9btfvmb5",7,2023-04-07
42,"record, broken, paralympic, broke, swimmer",20,2023-04-07
43,"rich, how, dick, ass, likevy",18,2023-04-07
44,"cake, dulce, sponge, de, leche",10,2023-04-07
45,"con, café, cafe, temu, tostada",15,2023-04-07
46,"face, fill, mouth, lg0kqqabbg, cmud83m2tz",14,2023-04-07
47,"fill, filled, with, d34qpe0g5c, k2makjgtk8",16,2023-04-07
48,"powdered, klim, vatllphcim, lavacamafe, 40000",8,2023-04-07
49,"telegram, channel, booths, video, content",15,2023-04-07
50,"oat, oatmeal, vmkmsszfpm, udg95udkhh, mutiiiiis",7,2023-04-07
51,"elz3plrbk1, sm, scolded, skewer, faint",2,2023-04-07
52,"gz8zf45f3p, 59nqfy4kcd, onvre, fkibe5qvv6, ujvvgotmf2",16,2023-04-07
53,"g9vt0zqvlo, kssymy3ksz, rczbqypibb, b4jzcc8iol, jkd3degqxj",8,2023-04-07
54,"hooker, hookers, belongs, suck, crummy",11,2023-04-07
55,"tea, uufrzdgese, nt5zace2ic, infusing, bergamot",6,2023-04-07
56,"pancakes, dulce, de, leche, 6tq5ny1v2a",11,2023-04-07
57,"paddling, paddle, dulce, de, leche",18,2023-04-07
58,"cat, kitten, kittens, cats, tetonasperversas",7,2023-04-07
59,"tank, water, tanks, hot, se7qnyg2ja",11,2023-04-07
60,"as, really, say, cow, bad",13,2023-04-07
62,"birthday, lots, on, your, danismc0604",10,2023-04-07
63,"white, whiter, color, than, prejudge",13,2023-04-07
64,"friday, good, morning, sunday, thursday",18,2023-04-07
65,"teeth, baby, tooth, ueir2yfnkh, udane",6,2023-04-07
66,"tits, kzamqjxpl9, ih1xw9edkf, u2sbxyklpb, kttuq3ydmr",7,2023-04-07
67,"smoothie, fruto, uokwv6uqrz, tisane, tutti",4,2023-04-07
68,"strawberry, pircigns, martian, juice, deli",7,2023-04-07
69,"spoonful, dulce, de, leche, jar",10,2023-04-07
70,"mood, bad, drama, ear, complaining",7,2023-04-07
71,"cookies, cookie, ajajakaka, sqppde3w4b, xr1q2rkweg",10,2023-04-07
72,"arroz, con, goodfriday, f4holtow42, 3w6qsjsfsk",3,2023-04-07
73,"sugar, dulce, de, leche, excess",45,2023-04-07
74,"coconut, tradition, recipe, dessert, b4eigmrzml",10,2023-04-07
75,"hardwood, zlvgp9ao0w, tostón, nctmvvgtqg, uk9ksk4mp7",4,2023-04-07
76,"croissants, hx0xoixh5o, coffee, croissant, iced",4,2023-04-07
77,"twitter, hueás, pasturri, ft2lenlgxr, qxnmv9podl",3,2023-04-07
78,"swallow, pz9uflqawz, v0vumkz6yo, qhmylbpdvf, vespertine",4,2023-04-07
79,"daddy, i2ucy3wskf, by8nmp0mxc, exploding, belong",3,2023-04-07
80,"bath, yaumxndfew, pfknzip0ai, 8126264713, unmissable",3,2023-04-07
81,"oreos, oreo, qnntbupilu, sir, combination",5,2023-04-07
82,"argentinian, jtliayrsuy, zamba, raoulvazquez, mate",4,2023-04-07
83,"churros, riquiiii, dulce, altos, de",4,2023-04-07
84,"much, 64kcal, hefprhbms3, hm4skktkd8, 6dvdkoloni",8,2023-04-07
85,"jahdjshsjah, puajjj, 1jpyhrhvth, sangrejaponesa, jsjsjsjsjjss",9,2023-04-07
86,"strawberry, milkshake, mireeeen, minicomic, 7gbfgjnjdm",9,2023-04-07
87,"breakfast, 2aaun7wbfx, lolsjsbd, xhdp7jqmui, madison",4,2023-04-07
88,"lpm, lrpm, bad, much, enough",7,2023-04-07
89,"smells, smell, eqnvijeqov, mhmmmm, wz5kqix1oo",4,2023-04-07
90,"rt, qubanil3lw, 6irb6asocm, kylvqshsmp, 3u5nrgtqjo",5,2023-04-07
91,"sirens, drink, leche, from, melaniemartinez",12,2023-04-07
92,"soy, carrefour, umtiti, anyways, bitches",7,2023-04-07
93,"oocjunvg1l, rwdcuxkbuu, bxle8zjf3r, graindorge, i3n1alsfxk",4,2023-04-07
94,"bb, 81otpwjo44, smbwkzj2j2, ld18ajtdc7, toditita",4,2023-04-07
95,"mzk3ku6ecl, bgjmsp9xs0, wiwaluouya, sinlactosa, cheese",2,2023-04-07
96,"sleep, ybi7dpulpx, jh3dm4g2d9, sleepiness, namjoon",3,2023-04-07
97,"bread, breads, dough, and, eliminate",11,2023-04-07
98,"eggs, egg, iampkk77ld, vtmv4dnwex, omnivore",7,2023-04-07
99,"yogurt, nn2sxjym2s, yogurcasero, acclaimed, lactic",3,2023-04-07
100,"bread, ilolay, butter, homemade, dulce",2,2023-04-07
101,"marcos, marcosginocchio, defend, granhermano, julieta",8,2023-04-07
102,"hajdjsjd, cold, cup, glass, truck",3,2023-04-07
104,"renewed, sometimes, anymore, feel, change",2,2023-04-07
105,"her, cheeks, began, captivating, wxe3hxao8t",4,2023-04-07
106,"spilled, over, cry, crying, dipubobadilla",4,2023-04-07
107,"wvh2atxwl2, hwzyxwd6em, n4a9fn7beb, la7h9mu0kp, fueraxiomel",4,2023-04-07
108,"rico, measure, se4rzm3xr2, xfu8drus3f, comentarios",6,2023-04-07
109,"que, mi, la, fuck, cuca",6,2023-04-07
110,"dad, went, cazwhumwaq, stools, hahahahahah",6,2023-04-07
111,"lick, pepette, 7wwy4aegte, irapuikxl7, omr3rn9i83",4,2023-04-07
112,"frother, electric, mixer, 99, amazon",4,2023-04-07
113,"hot, zzpdskv779, sludnbx72c, ngu5csaptt, grindrpuebla2",6,2023-04-07
114,"movie, speed, avatar, beat, character",7,2023-04-07
117,"expired, expires, wpmgenqthi, gbi5qc3u9j, udlqmi5tbd",7,2023-04-07
118,"tiger, chifle, 1klcsspqxx, mybmyvnods, chifles",8,2023-04-07
119,"cuckold, hide, p5u32qryon, p1xgac2wgx, safely",2,2023-04-07
120,"açaí, whipped, cartoon, zest, mint",2,2023-04-07
121,"cappuccino, alw8lkvwdm, rhlfr61uje, caramel, capuccino",5,2023-04-07
122,"shaken, coffee, shake, 5wnzvxr44n, bock",6,2023-04-07
123,"poop, ewgvykrqnk, deftone, photon, 9uadzfcttp",3,2023-04-07
124,"banana, l0b5inrtql, verge, iced, juice",3,2023-04-07
-1,"milk, and, to, the, https",1854,2023-04-08
0,"000, production, of, in, the",93,2023-04-08
1,"coffee, with, milk, sugar, day",94,2023-04-08
2,"rice, pudding, grandmother, mom, made",176,2023-04-08
3,"healthy, lifestyle, diet, living, life",35,2023-04-08
4,"bad, people, what, god, be",60,2023-04-08
5,"hit, should, harder, have, more",122,2023-04-08
6,"bad, madrid, cardona, player, league",53,2023-04-08
7,"latte, matcha, almond, barbi, my",39,2023-04-08
8,"breast, breastfeeding, babies, donate, donation",13,2023-04-08
9,"asturian, asturias, itzulia, overcoming, lanuevaespana",21,2023-04-08
10,"penalty, beaten, goal, scored, var",34,2023-04-08
11,"cum, gay, cumtribute, my, horny",41,2023-04-08
12,"beat, nothing, up, getting, unnoticed",51,2023-04-08
13,"lactose, free, intolerant, stomach, whole",37,2023-04-08
14,"chocolate, fresh, vanilla, xojakcch37, fdvkiyc8cf",24,2023-04-08
15,"cereal, first, cereals, put, eat",29,2023-04-08
16,"almond, zhitlyg7yd, gomelo, veganrecipe, ip8rumhjlx",18,2023-04-08
17,"dick, cock, suck, sucking, my",30,2023-04-08
18,"video, videos, rt, onlyfans, full",20,2023-04-08
19,"pump, pumping, pumped, my, someone",20,2023-04-08
20,"milkshake, tpaoooblmf, 5fg1gua3da, undppqjutf, p6glik0iv3",13,2023-04-08
21,"people, bad, envious, are, do",16,2023-04-08
22,"he, his, him, out, 8hvrbepq9v",24,2023-04-08
23,"condensed, strawberries, bubbles, mixing, with",22,2023-04-08
24,"wants, want, someone, xjsb5qumma, kc2yfwbyex",24,2023-04-08
25,"cockroach, rule, science, scientists, joking",34,2023-04-08
26,"shaken, shake, walked, 𝕤𝕜ʏf𝘭a𝖛ore, bnpbqbfstb",8,2023-04-08
27,"physical, change, ariel, modern, alex",9,2023-04-08
28,"shake, protein, middleton, kate, spirulina",11,2023-04-08
29,"cow, cows, calf, calcium, yak",17,2023-04-08
30,"dulce, de, leche, marriage, church",18,2023-04-08
31,"painted, as, cow, bad, is",24,2023-04-08
32,"gallo, give, breast, baby, mom",10,2023-04-08
33,"mala, puto, leche, sorete, siopao",10,2023-04-08
34,"ass, fill, my, smukbbu7je, o9mgg11zol",16,2023-04-08
35,"brothers, brother, sisters, triverio, canelo",14,2023-04-08
36,"leche, la, gt, torrija, tres",22,2023-04-08
37,"her, she, n0xweallxl, ym7c5ayv9g, n6lvhbtcsx",14,2023-04-08
38,"ice, cream, dulce, de, leche",13,2023-04-08
39,"rvq3btovft, tukutuku, aprole, dulce, de",2,2023-04-08
40,"price, nankervis, 700g, satiating, offer",6,2023-04-08
41,"physical, change, am, year, brendaaa",12,2023-04-08
42,"record, broken, records, broke, santanderina",6,2023-04-08
43,"rich, how, riches, 4ueeupgqzu, rbt540y1gi",9,2023-04-08
44,"cake, dulce, de, leche, cakes",8,2023-04-08
45,"con, café, cafe, gt, leche",13,2023-04-08
46,"face, mouth, fill, your, want",19,2023-04-08
47,"fill, filled, fills, with, t3br8kidrd",16,2023-04-08
48,"powdered, pabloiglesias, irenemontero, xg81ezewcm, l6nexgfbfw",10,2023-04-08
49,"telegram, channel, content, x4ht46ak5c, pyg1er6dpd",6,2023-04-08
50,"oat, oatmeal, oats, kdwkjdkwkd, j69tfb3tkf",11,2023-04-08
51,"he, him, his, cookies, couch",13,2023-04-08
52,"ged4gbqk18, j7dno1u0an, ptsfdvycmh, oaa6i9fh6t, hsbfnns",11,2023-04-08
53,"out, get, dubu, 9ysvobu9ib, a3pztxtmbr",9,2023-04-08
54,"hooker, hookers, her, she, who",13,2023-04-08
55,"tea, s278o4osme, vivqle2ozy, pams, 5geizp0eja",9,2023-04-08
56,"pancakes, dulce, de, leche, ugdxhexysw",10,2023-04-08
57,"paddling, dulce, de, leche, rotator",9,2023-04-08
58,"cat, kitten, cats, kittens, licking",11,2023-04-08
59,"tank, water, v1jg8qxajc, nb7qev6npq, a6msbtv0yp",8,2023-04-08
60,"as, really, say, cow, bad",15,2023-04-08
62,"birthday, lots, your, on, lot",11,2023-04-08
63,"white, whiter, color, jqvkkxulak, evi",15,2023-04-08
64,"morning, good, night, greet, plans",11,2023-04-08
65,"teeth, baby, tooth, rfswbbpamn, 99kfndmc6j",9,2023-04-08
66,"tits, fill, them, tnrujlabr1, 1hnhsnvpwt",11,2023-04-08
67,"smoothie, awucievntk, ql5vcbmnsg, strawberry, chipa",5,2023-04-08
68,"strawberry, batido, zueamzwm35, fresh, juice",7,2023-04-08
69,"dulce, de, becerra, cracker, shrek",4,2023-04-08
70,"mood, bad, fypdygrmiz, cqzri8dyq6, 5cnfvef0ln",11,2023-04-08
71,"cookies, ryonverico, bglevnchni, bfow4yaekq, mb1j5bgikh",7,2023-04-08
72,"arroz, con, gt, leche, icnjeveuwb",9,2023-04-08
73,"sugar, excess, dulce, alfajor, de",37,2023-04-08
74,"coconut, fpfljzg8es, nr3m9dbniu, roatan, lzpk4itffx",6,2023-04-08
75,"cigars, wipes, potatoes, mamarracha, aliakido",7,2023-04-08
76,"croissants, croissant, improves, tastiest, coffee",3,2023-04-08
77,"twitter, tweets, drawing, tweet, auroners",7,2023-04-08
78,"swallow, rigkp14vjs, nzurcyaryw, psrublpvkh, berreta",5,2023-04-08
79,"daddy, o2uoiwnc1l, gsg8sgzc0i, bcmxbxm, behaved",5,2023-04-08
80,"bath, bathe, bathing, vsgd2sqlcq, 13bojg0dsm",6,2023-04-08
81,"oreo, oreos, empachiness, yg8xtfp0eo, vjd9wpty4t",5,2023-04-08
82,"argentina, argentinian, dulce, de, hold",6,2023-04-08
83,"4wmnleobh1, churros, churritos, forgot, stupid",2,2023-04-08
84,"much, z80n4xykhy, m4pt4ry1lz, 7uxr1saary, behnuonpnn",6,2023-04-08
85,"urrqkmdmyt, f8omo4nacg, maikira, joó, jajajg",8,2023-04-08
86,"strawberry, milkshake, dunkin, nope, burger",5,2023-04-08
87,"breakfast, lldarysfva, zkmorbtopo, ecco, folks",5,2023-04-08
88,"lpm, chess, dedicate, bad, what",4,2023-04-08
89,"smell, perfume, fohtfdrfy7, vbsqfqksvp, 2bn6sc2nf7",6,2023-04-08
90,"rt, wcxwnjljj3, xni2dazop7, dgrp1inyuc, ñema",3,2023-04-08
91,"sirens, drink, portals, leche, from",11,2023-04-08
92,"soy, watercress, tofu, condemned, sprouts",3,2023-04-08
93,"delicious, trdjhrmeyo, 3ngcqikdnq, lfxpzxsdhv, rnr2augew6",6,2023-04-08
94,"bb, j1uzitqz78, vasebsfpwx, treats, dog",2,2023-04-08
95,"booms, cheese, puebloenamorypaz, country, production",25,2023-04-08
96,"sleep, glass, bed, shy, go",8,2023-04-08
97,"bread, ted, marketin, seth, sfzgrn3zao",8,2023-04-08
98,"eggs, egg, 98v0ylvwjx, wolfruelas, loaded",10,2023-04-08
99,"yogurt, welfare, consumers, zngufzprgr, s5rimhdyll",6,2023-04-08
100,"bread, zi2op5yy5u, qv0ssc5r7g, conchetumadreeeeee, hallullas",3,2023-04-08
101,"marcos, marcosginocchio, julieta, tank, zsa5b2zowk",6,2023-04-08
102,"glass, mulb68xjcf, komgomj5xt, ywmiccosco, osvaldo_quemero15",3,2023-04-08
103,"kill, myself, pudding, rice, want",2,2023-04-08
104,"drink, badge, acquaintance, whole, ctm",6,2023-04-08
105,"her, im7sbbobc1, nrykqyzsip, jtij0vewzy, kiss",3,2023-04-08
106,"nudygzwo0k, crying, hasn, happened, spilled",1,2023-04-08
107,"drink, mgpwryq9v8, j5u9znr9uo, leeeeeche, wkoe7i6zrh",6,2023-04-08
108,"rico, cuguita, er6kmjycku, o2pgpnjg1i, 0bm2gp3a9l",4,2023-04-08
109,"mi, que, la, ix7vb1eruo, dormir",8,2023-04-08
110,"whimsy, gaslight, joel, madam, selfish",4,2023-04-08
111,"lick, licking, snif, dame, sperm",9,2023-04-08
112,"frother, teapot, froth, maker, heating",1,2023-04-08
113,"hot, r20cqotubz, ywb9eq1jao, 5qa0ydtwww, zovu7i6rxg",10,2023-04-08
114,"script, eternal, zb6x8rodji, yuusha, arifureta",3,2023-04-08
115,"butter, pjbzx6sanw, jol, hamoed, maridaje",1,2023-04-08
117,"expired, lamediainglesa, premierleaguedazn, 2016, officially",2,2023-04-08
118,"tiger, jajaajajaj, locooo, hoshi, screamed",4,2023-04-08
119,"cuckold, j1cullglnt, piybzj05aq, oprouihvze, ucvqvuz11b",5,2023-04-08
120,"açaí, whipped, açai, dirt, freshly",10,2023-04-08
121,"cappuccino, frapuccino, tim, declare, unsweetened",4,2023-04-08
122,"shawarma, shaken, batido, shake, patnacafe",2,2023-04-08
123,"poop, 2rdqyxtc4v, hptpqvw3jx, cw7ksqj0iq, pooping",4,2023-04-08
124,"banana, ubpnp7srw1, b9wwys2vgw, qb8mugmesi, smheuurnzp",7,2023-04-08
-1,"and, to, milk, the, you",1855,2023-04-09
0,"of, the, 000, in, liter",97,2023-04-09
1,"coffee, with, milk, drink, toast",101,2023-04-09
2,"pudding, rice, mom, made, eaten",130,2023-04-09
3,"healthy, diet, lifestyle, eating, health",46,2023-04-09
4,"bad, what, people, milk, have",60,2023-04-09
5,"hit, should, harder, car, have",111,2023-04-09
6,"bad, espinoza, he, goal, football",94,2023-04-09
7,"latte, matcha, lactose, nápoles, free",36,2023-04-09
8,"breast, babies, nutritious, 66bhkiwfdm, soyaguamiel",6,2023-04-09
9,"asturian, asturias, asturiana, socialist, barbón",23,2023-04-09
10,"penalty, beaten, team, palmeiras, beat",70,2023-04-09
11,"cum, gay, nsfw, cumtribute, dick",46,2023-04-09
12,"beat, nothing, up, beats, getting",65,2023-04-09
13,"lactose, free, intolerant, stomach, order",19,2023-04-09
14,"chocolate, fresh, chocomilk, vanilla, egg",38,2023-04-09
15,"cereal, cereals, first, before, then",44,2023-04-09
16,"almond, almonds, mitxx6u1qb, guanabanazo, nafooiuieu",16,2023-04-09
17,"cock, dick, my, suck, mouth",38,2023-04-09
18,"video, videos, rt, see, subscribe",19,2023-04-09
19,"pump, pumping, help, who, someone",24,2023-04-09
20,"milkshake, bzmf4c8s3f, sldmasndnd, gxmit85rvk, ozdsl9qgmt",20,2023-04-09
21,"people, bad, life, are, be",20,2023-04-09
22,"he, ix7cemsevo, lx2jsovfnc, zinchenko, jlsjvojqoe",12,2023-04-09
23,"condensed, strawberries, barraquito, malt, with",30,2023-04-09
24,"wants, want, give, who, earn",23,2023-04-09
25,"cockroach, rule, scientists, joking, feed",34,2023-04-09
26,"shaken, gamer, gasometer, ygaybowqej, neogeo",5,2023-04-09
27,"physical, change, amity, vader, ariel",13,2023-04-09
28,"shake, protein, vitamines, cigarette, cdj2c1wfb1",7,2023-04-09
29,"cow, cows, veggie, hablemosdenutricionmaterna, xgeatrqmxb",12,2023-04-09
30,"dulce, de, leche, lindt, 0ebyymijtm",17,2023-04-09
31,"painted, as, cow, bad, is",17,2023-04-09
32,"son, mother, breast, baby, breastfeed",15,2023-04-09
33,"mala, leche, somess, culeau, dmadw5k5ii",16,2023-04-09
34,"ass, fill, little, open, full",18,2023-04-09
